corp_code,corp_name,stock_name,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
00174004,유성기업(주),유성기업,002920,류현석(대표이사),유가,1243110000755.0,1308104489,충청남도 아산시 둔포면 아산밸리동로 22,www.ypr.co.kr,미제공,02-564-2351,02-564-2341,303,19600318,12
01117422,(주)나눔테크,나눔테크,244880,최무진,코넥스,2001110214745.0,4108198020,광주광역시 북구 첨단벤처소로 57(월출동),www.nanoomtech.co.kr,미제공,062-955-8588,062-955-8589,27199,20050831,12
00870861,와이엠씨(주),와이엠씨,155650,이윤용,코스닥,1615110096292.0,3128197106,충청남도 아산시  둔포면 아산밸리중앙로 154-25,www.ymc-inc.com,미제공,041-538-5200,041-538-5399,262,20080212,12
01675254,엔에이치기업인수목적26호,엔에이치스팩26호,439410,이정석,코스닥,1101118367313.0,2378102894,서울특별시 영등포구 여의대로 108 NH금융타워,미제공,미제공,02-750-5742,5050830601,6619,20220715,12
00159342,한국정보통신(주),한국정보통신,025770,임명수,코스닥,1101110426688.0,1168119948,서울특별시 중구  세종대로 39 대한서울상공회의소 7층,www.kicc.co.kr,미제공,02-1600-1234,02-718-7467,61299,19860509,12
00327819,(주)선익시스템,선익시스템,171090,"박재규, 김혜동 (각자 대표이사)",코스닥,1101110700555.0,1258113079,경기도 수원시 권선구 산업로155번길 293(고색동),www.sunic.co.kr,미제공,02-8012-1600,031-217-4476,292,19900524,12
01208885,(주)경동도시가스,경동도시가스,267290,"송재호, 나윤호",유가,2301110274751.0,1438132491,울산광역시 북구 염포로 260-10(진장동) 주식회사 경동도시가스,www.kdgas.co.kr,미제공,052-219-5300,052-287-4189,35200,20170401,12
00228536,(주)현대에버다임,현대에버다임,041440,임명진,코스닥,1101111042574.0,1078145758,충청북도 진천군  진천읍 부영길 49,www.hyundaieverdigm.com,미제공,(043)530-3300,043-530-3318,29241,19940601,12
01689336,비엔케이제1호기업인수목적(주),비엔케이제1호스팩,445360,조국형,코스닥,1101118424600.0,1688102924,서울특별시 영등포구 국제금융로2길 24 BNK금융타워 6층,bnkspac1.com,미제공,02-2115-5121,미제공,66199,20220916,12
01128613,주식회사 화승엔터프라이즈,화승엔터프라이즈,241590,이계영,유가,1101115891943.0,6858100299,"부산광역시 연제구 중앙대로 1079 장천빌딩 6층 (연산동, 장천빌딩)",www.hsenterprise.co.kr,06606,02-588-8042,02-588-8045,15219,20151117,12
00133812,세방(주),세방,004360,최종일,유가,1801110015932.0,6178103842,부산광역시 남구 우암로 127 (감만동),www.sebang.com,미제공,051-630-5300,02-555-9165,49301,19650913,12
00166227,화승인더스트리(주),화승인더스트리,006060,대표이사 현석호,유가,1801110004323.0,6068101863,부산광역시 연제구 중앙대로 1079 장천빌딩 6층,www.hsi.co.kr,06606,051-311-0081,051-312-2465,2221,19690507,12
01065013,(주)우정바이오,우정바이오,215380,천병년,코스닥,1101115649938.0,8108600018,"경기도 화성시 동탄기흥로 593-8 (영천동, 우정바이오 신약클러스터I)",www.woojungbio.kr,미제공,031-888-9341,031-888-9368,701,20150225,12
01071041,씨제이바이오사이언스(주),CJ 바이오사이언스,311690,천종식,코스닥,1101114222503.0,1198623145,서울특별시 중구 세종대로 14 그랜드센트럴타워 B동 7층,www.cjbioscience.com,미제공,02-6078-3456,02-6078-3457,701,20091118,12
00147082,재영솔루텍(주),재영솔루텍,049630,"김학권,김승재(각자 대표이사)",코스닥,1201110060450.0,1398101306,인천광역시 연수구 갯벌로 118,www.jysolutec.com,미제공,(032)820-0522,032-851-0802,273,19841220,12
00261355,(주)레드캡투어,레드캡투어,038390,인유성,코스닥,1101111303140.0,1118126895,서울특별시 중구 을지로 100파인에비뉴 B동 19층,www.redcap.co.kr,www.redcap.co.kr,02-2001-4500,02-2001-4563,75210,19960801,12
00485177,(주)일진파워,일진파워,094820,이광섭,코스닥,1101110673966.0,1308142372,울산광역시 울주군  온산읍 산암로 42 (주)일진에너지,ijeng.com,미제공,052-237-5330,052-240-3975,423,19900207,12
01139035,주식회사 티에스아이,티에스아이,277880,표인식,코스닥,1313110109110.0,1258196518,경기도 화성시 향남읍 발안로 702-66,taesungind.co.kr/,미제공,031-667-2623,031-8077-2557,292,20110701,12
00100939,강남제비스코(주),강남제비스코,000860,"황익준,김재현(각자대표이사)",유가,1801110003391.0,6058103330,"부산광역시 부산진구 중앙대로 639 18층(범천동, 엠디엠타워)",www.jevisco.com,미제공,051-892-4221,051-892-5576,20411,19520716,12
00916826,(주)드림씨아이에스,드림씨아이에스,223250,유정희,코스닥,1101111953953.0,1018157329,"서울특별시 종로구 사직로 130 적선현대빌딩, 10층 10호",www.dreamcis.com,미제공,02-2010-4500,02-2010-4593,70113,20000427,12
00663669,(주)폴라리스우노,폴라리스우노,114630,최용성,코스닥,2101110024308.0,4188119261,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니,www.unon.co.kr,미제공,063-261-7555,063-261-7559,20501,19990719,12
00159175,한국전기초자(주),한국전기초자,009720,스와베 코지,기타,1753110000671.0,5138101237,경상북도 구미시 산동면 첨단기업로 178 아사히초자화인테크노한국(주),www.heg.co.kr,미제공,0544780519,0544780577,231,19740325,12
00117212,(주)두산,두산,000150,"박정원, 김민철, 문홍성",유가,1101110013774.0,1078100237,서울특별시 중구  장충단로 275 두산타원,www.doosancorp.co.kr,미제공,02-3398-0114,3398-1135,64992,19331208,12
00921916,주식회사 석경에이티,석경에이티,357550,임형섭,코스닥,1350110108445.0,1348163122,경기도 안산시 단원구 별망로459번길 24,www.sukgyung.com,미제공,031-493-0955,0314930956,20129,20001218,12
00204262,(주)한글과컴퓨터,한글과컴퓨터,030520,"변성준, 김연수 (각자대표)",코스닥,1101110725064.0,1078152230,"경기도 성남시 분당구 대왕판교로644번길 49 (삼평동, 한컴타워)",www.hancom.com,미제공,031-627-7000,031-627-7700,582,19901102,12
01116380,(주)씨앤에스링크,씨앤에스링크,245450,안상태,코넥스,1101112072869.0,2148668113,"경기도 성남시 중원구 갈마치로288번길 1412층 1206호(상대원동, 성남에스케이브이1타워)",www.cns-link.co.kr,미제공,070-8786-6458,031-702-0256,264,20000920,12
00132488,(주)신세계톰보이,신세계톰보이,012580,이길한외1인,기타,1101110219497.0,2148193922,"서울특별시 강남구 도산대로 420 (청담동, 청담스퀘어)",www.tomboycompany.co.kr,미제공,02-6981-3372,02-6981-3591,4741,19770920,12
00328191,(주)케이에스피,케이에스피,073010,이범호,코스닥,1801110328550.0,6068127539,부산광역시 강서구  녹산산단381로86번길 43,www.kspvalve.com,미제공,(051)831-6270,051-831-6273,29111,20000628,12
00876643,(주)엔피디,엔피디,198080,강명구,코스닥,1101114275958.0,2118839044,경기도 안산시 단원구 시화벤처로 515,www.newportdisplay.co.kr,미제공,031-497-8112,031-497-8113,26224,20100202,12
00158112,한국수출포장공업(주),한국수출포장공업,002200,대표이사 회장 허용삼 대표이사 사장 허정훈(각자대표이사),유가,1101110008882.0,2148144931,서울특별시 서초구 서초중앙로 63,www.keppack.co.kr,미제공,02-525-2981-9,02-522-3546,1721,19571121,12
00143262,(주)우진아이엔에스,우진아이엔에스,010400,홍경모,유가,1101110175467.0,1148133003,서울특별시 서초구 방배로 166 한승빌딩 3층,www.woojini.com,www.woojini.com,02-535-7050,02-534-4582,422,19750127,12
00684732,풀무원식품 (주),풀무원식품,103160,김진홍,기타,1545110039324.0,3038151649,충청북도 음성군 대소면 삼양로 730-27,-,미제공,02-2040-4300,02-6499-0153,46,20080701,12
00231354,주식회사 파워넷,파워넷,037030,"김상우, 이돈주(각자대표)",코스닥,1412110006738.0,2248107438,서울특별시 금천구 두산로 70 현대지식산업센터 B동 17층,www.gopowernet.com,미제공,02-3282-0700,02-3282-0800,2811,19931228,12
00252001,해원에스티(주),해원에스티,058480,안 양 순,기타,2001110065213.0,4108134026,광주광역시 광산구 하남산단7번로 39,www.hwst.co.kr,미제공,062-958-7000,062-958-7095,24121,19960603,12
01222432,주식회사 에스제이그룹,에스제이그룹,306040,이주영,코스닥,1101113856618.0,2118810329,서울특별시 강남구 도곡로 156 SJ빌딩,www.sj-group.co.kr,www.sj-group.co.kr,02-3433-6518,0234423515,15129,20080314,12
01587056,엔젯 주식회사,엔젯,419080,변도영,코스닥,1101114175728.0,2068636037,경기도 수원시 권선구 산업로92번길 45 &nbsp,enjet.co.kr,미제공,070-4892-8100,미제공,29272,20090909,12
01624162,삼성기업인수목적6호 주식회사,삼성스팩6호,425290,이주혁,코스닥,1101118237201.0,4238702503,서울특별시 서초구 서초대로74길 11,미제공,미제공,02-2020-7573,미제공,661,20220321,12
01291317,더블유씨피(주),더블유씨피,393890,최원근,코스닥,1511110058698.0,7048800570,충청북도 충주시 대소원면 메가폴리스로 195,https://wcp.kr/,미제공,043-870-3300,043-870-3399,28202,20161026,12
00145109,(주)유한양행,유한양행,000100,대표이사 조욱제,유가,1101110014409.0,1188100601,서울특별시 동작구  노량진로 74,www.yuhan.co.kr,미제공,02-828-0181,02-828-0117,212,19260620,12
00925967,(주)이엠티,이엠티,232530,유상열,코넥스,1351110097612.0,1238621409,충청북도 충주시 대소원면 첨단산업3로 85-1,www.emtcorp.com ,미제공,070-7166-0203,043-857-8873,28202,20100223,12
01675227,삼성기업인수목적7호 주식회사,삼성스팩7호,439250,이지연,코스닥,1101118365862.0,4358702525,서울특별시 서초구 서초대로74길 11,미제공,미제공,02-2020-6995,02-2020-7656,66199,20220714,12
00159218,한전KPS(주),한전KPS,051600,김홍연,유가,1101110371148.0,2038158100,전라남도 나주시 문화로 211 -,www.kps.co.kr,미제공,061-345-2000,031-710-4028,42311,19840327,12
00148276,(주)제일기획,제일기획,030000,김종현,유가,1101110139017.0,2028145960,서울특별시 용산구  이태원로 222 제일기획,www.cheil.co.kr,미제공,02-3780-2114,02-3780-2462,71310,19730117,12
00447928,(주)네오티스,네오티스,085910,권상훈,코스닥,1346110015095.0,1258134040,경기도 안성시  죽산면 용대길 38-9,www.neotis.co.kr,미제공,031-671-0170,031-671-3170,303,20000818,12
00159209,한국전력기술(주),한전기술,052690,김성암,유가,1101110186307.0,1208101490,경상북도 김천시 혁신로 269 (율곡동),www.kepco-enc.com,미제공,054-421-3114,031-289-4419,72129,19751001,12
00298270,(주)안랩,안랩,053800,강석균,코스닥,1101111138985.0,2148183536,경기도 성남시 분당구  판교역로 220,www.ahnlab.com,미제공,031-722-8000,02-2186-6100,58221,19950318,12
00306719,에스텍(주),에스텍,069510,노광석,코스닥,1845110021812.0,6218135775,경상남도 양산시  유산공단9길 22,www.estec.co.kr,미제공,055-370-2200,055-382-0133,26529,19990916,12
00174208,(주)진성티이씨,진성티이씨,036890,"윤성수, 윤준수(공동대표이사)",코스닥,1348110002155.0,1248130717,경기도 평택시 세교산단로 3 (세교동),www.jinsungtec.com,미제공,031 -658 -0100,031 -658 -0106,29241,19820428,12
00357935,에이치디씨현대이피(주),HDC현대EP,089470,정 중 규,유가,1650110006768.0,3118113651,충청남도 당진시  석문면 대호만로 1221-32 현대EP 주식회사,www.hdc-hyundaiep.com/,미제공,041-350-0500,041-350-0505,204,20000115,12
01261644,(주)레인보우로보틱스,레인보우로보틱스,277810,이정호,코스닥,1601110293889.0,3148621854,대전광역시 유성구 엑스포로339번길 10-19,www.rainbow-robotics.com/new/index_ko.php,미제공,042-719-8070,042-719-8071,29280,20110210,12
00148504,(주)한국스탠다드차타드은행,한국스탠다드차타드은행,000110,박종복,기타,1101110013419.0,1028121843,서울특별시 종로구 종로 47,www.standardchartered.co.kr,미제공,02-3702-3114,02-3702-4963,64121,19290701,12
00626710,한국월드와이드베트남부동산개발특별자산1호투자회사,한국월드와이드베트남부동산개발특별자산1호투자회사,096300,한국투자리얼에셋운용,기타,1101113614058.0,1078688091,서울특별시 영등포구 은행로 3 여의도동,-,미제공,02-2180-0466,02-2168-0484,64201,20070202,2
00307897,신한카드(주),신한카드,032710,문동권,기타,1101110412926.0,2028148079,"서울특별시 중구 을지로 100 (을지로2가, 파인애비뉴) A동",www.shinhancard.com,미제공,02-1544-7000,02-6950-1542,64913,19851217,12
00105299,금강공업(주),금강공업,014280,"전장열, 전재범 (각자 대표이사)",유가,1801110034320.0,6038115882,부산광역시 사하구  다산로 110,www.kumkangkind.com,미제공,051-264-8881,051-264-2964,2413,19790808,12
00110893,대신증권(주),대신증권,003540,오익근,유가,1101110042955.0,1168109076,서울특별시 중구 삼일대로 343 저동1가 대신파이낸스센터,www.daishin.com,미제공,02-769-2000,769-2955,66121,19620727,12
00137809,(주)신화다이나믹스,SHD,001770,신종호,유가,1101110028632.0,1348129352,"경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)",www.shinhwatp.co.kr,미제공,031-499-9922,031-499-9920,24199,19560601,12
00124577,(주)엠소닉,엠소닉,008120,구본현,기타,1115110005136.0,1278108140,경상북도 구미시 산동면 첨단기업3로 54-8 (봉산리),www.emsonic.com,미제공,054-476-4800,054-476-4804,26,19721013,12
00416654,유엔젤(주),유엔젤,072130,유지원,유가,1311110041192.0,1298129383,경기도 성남시 분당구 황새울로240번길 3,www.uangel.com,미제공,031-710-6200,031-710-6301,631,19990714,12
00136095,(주)조은저축은행,조은저축은행,031920,전우석,기타,1101110129612.0,2018114182,"서울특별시 강남구 강남대로 574 (논현동, 전기공사공제조합회관)",www.choeunbank.com,미제공,0222600772,0222600788,64132,19720505,12
00398668,(주)휴비츠,휴비츠,065510,김현수,코스닥,1341110065636.0,1238148801,경기도 안양시 동안구 부림로 170번길 38 (관양동),www.huvitz.com,미제공,(031)442-8868,0314779021,27199,19990427,12
00128926,삼현철강(주),삼현철강,017480,조 윤 선,코스닥,1901110005551.0,6098105081,경상남도 창원시 의창구 평산로70번길 36 -,www.samsteel.co.kr,미제공,055 -252 -6060,055-252-7108,2419,19840124,12
01437292,㈜미래에셋맵스제1호위탁관리부동산투자회사,미래에셋맵스리츠,357250,정상구,유가,1101117323259.0,7788801487,서울특별시 종로구 종로 33 그랑서울,www.maps1reit.miraeasset.com,미제공,1577-1640,0237742229,681,20191212,11
01105621,(주)엔투텍,엔투텍,227950,"김정민, 이욱재(각자대표)",코스닥,1101115829407.0,7598800172,경기도 안성시 원곡면 원당로 157 -,www.n2tech.kr,미제공,031-651-6004,02-651-8236,292,20150904,12
01012987,주식회사 아모센스,아모센스,357580,김인응,코스닥,1244110093120.0,1378191480,충청남도 천안시 서북구 직산읍 모시리 308 천안 제4지방산업단지 19-1블럭,www.amosense.co.kr,미제공,041-590-5700,041-590-5600,262,20081101,12
01437186,이에스알켄달스퀘어위탁관리부동산투자회사주식회사,ESR켄달스퀘어리츠,365550,조주현,유가,1101117398989.0,3828101986,"서울특별시 영등포구 국제금융로 10 (여의도동, 서울국제금융센터) 35층",www.esrks-reit.com,http://www.esrks-reit.com/ ,02-6205-0467,02-6205-0466,681,20200220,5
01180118,(주)코람코더원위탁관리부동산투자회사,코람코더원리츠,417310,서길석,유가,1101115837294.0,6928800184,서울특별시 강남구 삼성로 511,koramcothe1.com,미제공,02-787-0000,02-2181-1601,68112,20150915,2
00132804,성신양회(주),성신양회,004980,한인호,유가,1101110072928.0,1018118194,서울특별시 종로구  인사동5길 29,www.sungshincement.co.kr,미제공,02-3782-7000,02)3782-7249,23311,19670316,12
00261285,한국가스공사(주),한국가스공사,036460,최연혜,유가,1146710006125.0,1208200557,대구광역시 동구 첨단로 120-,www.kogas.or.kr,미제공,053-670-0114,031-710-0398,35200,19830818,12
00366942,(주)미코,미코,059090,이석윤,코스닥,1346110012744.0,1258129377,경기도 안성시 대덕면 모산로 53 -,www.mico.kr,미제공,031-610-7967,031-612-6237,261,19990716,12
00980122,(주)JB금융지주,JB금융지주,175330,김기홍,유가,2101110091498.0,4188144697,전라북도 전주시 덕진구  백제대로 566,www.jbfg.com,미제공,02-2128-2714,063-250-7970,64992,20130701,12
00162993,한일홀딩스(주),한일홀딩스,003300,"허기호, 박지훈",유가,1101110040165.0,2208103255,서울특별시 서초구 효령로 275 서초동 1587 한일시멘트빌딩,www.hanil.com,미제공,02-550-7901,02-550-7999,23311,19611228,12
00189538,(주)피델릭스,피델릭스,032580,"안승한, 리메이링(Li Meiling)",코스닥,1101110717441.0,1058152326,"경기도 성남시 분당구 백현로 93(수내동, 후너스빌딩 6층)",www.fidelix.co.kr,미제공,031-785-3500,031-785-3501,2611,19900820,12
00923899,참존글로벌(주),참존글로벌,158310,이홍배,기타,1201110137572.0,1228151114,"경기도 화성시 동탄순환대로 830 202호,203호,204호,205호(영천동,동탄에스케이브이1센터)",www.sehorobo.com,http://www.starmobillity.co.kr,031-8085-0700,031-432-1047,29280,19960726,12
00147295,(주)전북은행,전북은행,006350,백종일,기타,2101110000043.0,4188107090,"전라북도 전주시 덕진구 백제대로 566 (금암동, 전북은행빌딩)",www.jbbank.co.kr,미제공,063-250-7114,063-250-7161,64121,19691210,12
01418260,주식회사 폭스소프트,폭스소프트,354230,정성주,기타,1341110125034.0,1238600705,"경기도 성남시 분당구 하오개로 358-3 (운중동, 폭스소프트 센터)",www.foxsoft.kr,미제공,031-449-4670,미제공,58221,20050107,12
00159616,두산에너빌리티(주),두산에너빌리티,034020,"박지원, 정연인, 박상현",유가,1942110000943.0,6098104684,경상남도 창원시 성산구  두산볼보로 22 두산중공업 주식회사,https://www.doosanenerbility.com/kr,미제공,055-278-6114,055-264-5551,29119,19620920,12
01076550,(주)주노콜렉션,주노콜렉션,221670,장명희,기타,2850110160767.0,1288639980,"경기도 고양시 덕양구 지도로 44, 1,2,3,4,5,6층(토당동)",www.laorh.com,미제공,031-970-2955,0319702925,15121,20090623,12
00366517,(주)케이씨산업,KC산업,112190,"이홍재, 최경침(각자대표)",코넥스,1312110004403.0,1268122396,경기도 여주시 가남읍 가남로 465,www.kccond.co.kr,미제공,031-883-8684,미제공,23325,19951221,12
00161462,(주)에이티넘인베스트먼트,에이티넘인베스트,021080,"신기천, 이승용(각자대표)",코스닥,1301110012050.0,1248136410,서울 강남구 삼성동 168-26 제일빌딩 2층,www.hanmivc.co.kr,미제공,02  -555 -0781,02-557-2570,64209,19881010,12
01576102,주식회사 미래에셋글로벌위탁관리부동산투자회사,미래에셋글로벌리츠,396690,신현준,유가,1101117896090.0,2218801962,서울특별시 종로구 종로 33 그랑서울,미제공,미제공,0230191200,미제공,6811,20210521,3
00164724,현대엘리베이터(주),현대엘리베이터,017800,조재천,유가,1344110001519.0,1268104267,충청북도 충주시 충주산단1로 128 현대엘리베이터 -,www.hyundaielevator.co.kr,미제공,043-722-1000,031-637-6138,29162,19840523,12
00159102,DB손해보험(주),DB손해보험,005830,"김정남, 정종표",유가,1101110095285.0,2018145593,서울특별시 강남구  테헤란로 432,www.idbins.com,미제공,02-1588-0100,0505-181-0027,65121,19681101,12
00131054,유진투자증권(주),유진증권,001200,"유창수, 고경모(각자 대표)",유가,1101110007826.0,1168134177,서울특별시 영등포구 국제금융로 24 (여의도동),www.eugenefn.com,미제공,02-368-6114,368-6703,66121,19540512,12
00138260,(주)SIMPAC,SIMPAC,009160,최진식,유가,1201110002189.0,1228100819,인천광역시 부평구  부평북로 141 (주)SIMPAC,www.simpac.co.kr,미제공,032-510-0044,032-515-3030,24113,19730809,12
00117188,(주)효성,효성,004800,"Hyun-Joon Cho, Kyoo-Young Kim",유가,1101110030497.0,1058159519,서울특별시 마포구  마포대로 119 (공덕동),www.hyosung.com,http://www.hyosung.co.kr/kr/ir/info/list.do,02-707-7000,707-6498,649,19661103,12
00148540,CJ(주),CJ,001040,"손경식, 김홍기",유가,1101110015639.0,1048126714,"서울특별시 중구 소월로2길 12 (남대문로5가, CJ THE CENTER)",www.cj.net,미제공,02-726-8114,02-726-8112,64992,19530801,12
00623661,(주)원익머트리얼즈,원익머트리얼즈,104830,한정욱,코스닥,1501110101662.0,3178102448,충청북도 청주시 청원구 오창읍 양청3길 30 -,wimco.co.kr,http://www.wimco.co.kr/kr/board/irresource,043-210-4600,043-210-4373,20121,20061204,12
00106641,기아(주),기아,000270,"송호성,최준영(각자 대표이사)",유가,1101110037998.0,1198102316,서울특별시 서초구 헌릉로 12 기아자동차,www.kia.co.kr,미제공,02-3464-1114,02-3464-6813,30121,19441210,12
00303873,씨제이씨지브이(주),CJ CGV,079160,허민회,유가,1101111673220.0,1048145690,서울특별시 용산구 한강대로23길 55 아이파크몰 6층(한강로동),www.cgv.co.kr,미제공,02-371-6660,02-2017-1420,59141,19990330,12
00126937,(주)삼양홀딩스,삼양홀딩스,000070,"엄태웅, 이영준",유가,1101110026181.0,2088101320,서울특별시 종로구 종로33길 31,www.samyang.com,미제공,02-740-7114,744-4005,64992,19241001,12
00346966,(주)에코솔루션,에코솔루션,052510,권혁일,기타,1101111523623.0,1058192202,전라북도 정읍시 북면 3산단4길 93,www.ecosol.co.kr,미제공,1899-1211,063-536-2719,2049,19980316,12
00120562,롯데지주(주),롯데지주,004990,"신동빈,이동우",유가,1101110076300.0,1078134848,서울특별시 송파구 올림픽로 300 롯데월드타워,www.lotte.co.kr,www.lotte.co.kr,02-750-7114,02-750-7314,64992,19670324,12
00126566,한화에어로스페이스(주),한화에어로스페이스,012450,"손재일, 김동관",유가,1942110000480.0,6098102992,경상남도 창원시 성산구  창원대로 1204,www.hanwhaaerospace.co.kr/,미제공,055-260-2114,02-729-5796,31321,19770801,12
00854997,에스디바이오센서(주),에스디바이오센서,137310,"이효근,허태영",유가,1358110191121.0,1358613315,"경기도 수원시 영통구 덕영대로1556번길 16 씨동 4층, 5층",sdbiosensor.co.kr/,미제공,031-300-0400,031-300-0499,27112,20101227,12
01028164,(주)광주은행,광주은행,192530,고병일,기타,2001110396882.0,4088608817,광주광역시 동구 제봉로 225,www.kjbank.com,미제공,062-239-5000,미제공,64121,20140508,12
00126362,삼성SDI(주),삼성SDI,006400,최윤호,유가,1101110394174.0,1248131282,경기도 용인시 기흥구  공세로 150-20,www.samsungsdi.co.kr,미제공,031-8006-3100,031-8006-3968,28202,19700120,12
01089378,(주)디와이디,디와이디,219550,정창래,코스닥,1101115703594.0,5958100040,"경기도 고양시 덕양구 동송로 30 18층(동산동, 삼송더샵미디어시티 제엠비엔스튜디오동)",www.dyddaeyang.com/,미제공,070-4047-5284,02-814-4630,464,20150422,12
00152880,코오롱글로벌(주),코오롱글로벌,003070,김정일,유가,1101110036502.0,1208150012,경기도 과천시 코오롱로 11 코오롱타워,www.kolonglobal.com,미제공,032-420-9111,032-420-9969,41221,19601228,12
00120526,롯데쇼핑(주),롯데쇼핑,023530,"김상현(김 사무엘 상현), 정준호, 강성현",유가,1101110000086.0,1048126067,서울특별시 중구  남대문로 81 (소공동),www.lotteshoppingir.com/,http://www.lotteshoppingir.com/,02-1577-0001,02-2118-2028,47111,19700702,12
00123541,보해양조(주),보해양조,000890,"임지선, 조영석",유가,2011110000036.0,4118100209,전라남도 목포시  호남로68번길 36 보해양조(주),www.bohae.co.kr,미제공,061-243-3141,(061)242-7001,11122,19521111,12
00159698,한국지역난방공사,지역난방공사,071320,정용기,유가,1112710005962.0,1298202760,경기도 성남시 분당구 분당로 368,www.kdhc.co.kr,미제공,031-780-4114,031)701-0236,35300,19851101,12
00113191,코리안리재보험(주),코리안리,003690,원종규,유가,1101110226533.0,1028116957,서울특별시 종로구  종로5길 68 (수송동) 코리안리빌딩,www.koreanre.co.kr,미제공,02-3702-6000,739-3754,65200,19630319,12
00105952,(주)LS,LS,006260,명노현,유가,1101110003965.0,1168119007,서울특별시 용산구 한강대로 92 LS용산타워 -,www.lsholdings.co.kr,미제공,02-2189-9988,02)2189-9759,64992,19620515,12
00356361,(주)LG화학,LG화학,051910,신학철,유가,1101112207995.0,1078198139,서울특별시 영등포구  여의대로 128,www.lgchem.com,미제공,02-3777-1114,02-3773-7813,20111,20010401,12
00128555,삼천리(주),삼천리,004690,"이찬의, 유재권",유가,1101110005929.0,1168100755,"서울특별시 영등포구  국제금융로6길 42 (여의도동, 삼천리빌딩)",www.samchully.co.kr,미제공,02-368-3300,02-368-5042,35200,19660707,12
00164973,현대해상화재보험(주),현대해상,001450,"조용일, 이성재",유가,1101110035893.0,1028132035,서울 종로구 세종로 현대해상화재보험빌딩,www.hi.co.kr,미제공,02-1588-5656,732-5683,65121,19550305,12
00126292,삼성카드(주),삼성카드,029780,김대환,유가,1101110346901.0,2028145602,서울특별시 중구  세종대로 67,www.samsungcard.co.kr,미제공,02-1588-8700,757-6056,64913,19830324,12
00307189,에스케이엔펄스(주),에스케이엔펄스,057500,김종우,기타,1347110014631.0,1258116042,경기도 평택시  경기대로 1043,www.skenpulse.com,미제공,031-660-8400,031-660-8401,2629,19950719,12
00860332,(주)메리츠금융지주,메리츠금융지주,138040,김용범,유가,1101114566406.0,2208814824,서울특별시 강남구  강남대로 382,www.meritzgroup.com,미제공,02-2018-6824,02-2018-6899,64992,20110328,12
00124805,(주)푸른상호저축은행,푸른저축은행,007330,송명구 (단독대표),코스닥,1101110117211.0,1148164092,서울특별시 서초구 강남대로 581,www.prsb.co.kr,미제공,02  -545 -9000,02-545-0565,64132,19710629,12
00335076,(주)오픈베이스,오픈베이스,049480,"황철이, 정진섭(각자 대표이사)",코스닥,1101110889836.0,2208129255,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)",www.openbase.co.kr,미제공,02  -3404-5601,-    -,62021,19920916,12
00165583,(주)E1,E1,017940,"구자용, 천정식 (각자 대표이사)",유가,1101110381387.0,1148116585,서울특별시 용산구 한강대로 92 LS용산타워,www.e1.co.kr,미제공,02-3441-4114,(02) 6204-1407,46713,19840906,12
00302926,현대로템(주),현대로템,064350,이용배,유가,1942110036336.0,6098137486,경상남도 창원시 의창구  창원대로 488,www.hyundai-rotem.co.kr,미제공,055-273-1341,02-3464-7581,31201,19990701,12
00806972,(주)매직마이크로,매직마이크로,127160,김 덕 근,기타,2801110076686.0,1278600798,경기도 안산시 단원구 만해로 205 A동 215호,www.magicmicro.co.kr,미제공,070-8680-3792,031-363-3920,262,20060811,12
00106368,금호석유화학(주),금호석유화학,011780,백종훈,유가,1101110205975.0,1028131147,"서울특별시 중구 청계천로 100 (수표동, 시그니쳐타워)",www.kkpc.com,미제공,02-6961-1114,02-6961-1279,201,19761210,12
00144164,SK가스(주),SK가스,018670,윤병석,유가,1101110413247.0,1168112528,경기도 성남시 분당구 판교로 332 ECO Hub,www.skgas.co.kr/,미제공,02-6200-8114,02-6200-8118,46713,19851220,12
01141599,(주)차백신연구소,차백신연구소,261780,염정선,코스닥,1101111992670.0,2098125738,"경기도 성남시 중원구 둔촌대로 560,  406,407호(상대원동, 벽산테크노피아)",www.chavaccine.com,chavaccine.irpage.co.kr/,031-881-7327,031-737-8210,70113,20000609,12
00220057,(주)유비케어,유비케어,032620,이상경 대표이사,코스닥,1101111105364.0,2018155688,서울특별시 영등포구 여의대로 108 파크원 타워 2,www.ubcare.co.kr,www.ubcare.co.kr,02-2105-5000,02-2105-5090,58221,19941202,12
00170558,코웨이(주),코웨이,021240,서장원,유가,1101110626501.0,3078106054,충청남도 공주시 유구읍 유구마곡사로 136-23,company.coway.com,www.cowayir.co.kr,02-1588-5200,02-773-2911,969,19890502,12
00155692,우리엔터프라이즈(주),우리엔터프라이즈,037400,엄태욱,코스닥,1101110061765.0,1198107096,경기도 안산시 단원구  성곡로 79,www.wooree.co.kr,미제공,031 -492 -1012,031-492-6721,468,19660118,12
00360577,(주)엑사이엔씨,엑사이엔씨,054940,김성후 (단독 대표이사),코스닥,1101110774376.0,1058147352,서울특별시 구로구  디지털로 288,www.exaenc.com,미제공,02-3289-5100,02-3289-5261,424,19910503,12
