회사코드,회사명,요약_HTML
256380,유아이엘,"```html
<div class=""company-report"">
    <h2 class=""company-name"">유아이엘 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 유아이엘은 전자제품 및 부품 제조 판매업에 속하며, 주로 휴대폰 부품을 전문적으로 개발하고 생산하는 업종입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 유아이엘은 휴대폰 및 전자제품 부품을 개발, 생산하는 것을 주된 사업으로 하고 있습니다. 최근에는 전자담배 부품을 개발 및 생산하여 사업 영역을 확장하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 유아이엘의 주요 제품으로는 스마트폰 키버튼, 금속부품, 방수 및 방열 부자재, 무선충전기, 웨어러블 액세서리, 공기청정기, 전자담배 디바이스 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 유아이엘은 한국 본사와 중국, 베트남, 인도 등에서 생산을 진행하며, 다양한 글로벌 시장에 진출하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 유아이엘은 코스닥 시장에 상장되어 있으며, 최근 신용등급은 BBB로 평가되었습니다. 이는 채무이행 능력이 양호하나, 환경 변화에 따른 리스크가 존재함을 의미합니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 유아이엘은 전자담배 부품 및 신제품 개발을 통해 사업을 다각화하며, 지속적인 성장 가능성을 보이고 있습니다. 현재와 미래에 걸쳐 글로벌 시장을 적극적으로 공략할 계획입니다.</p>
</div>
```"
256502,에이텍,"```html
<div class=""company-report"">
    <h2 class=""company-name"">에이텍 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 에이텍은 주로 디스플레이 및 IT 기기를 중심으로 한 산업에 속해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 에이텍은 디스플레이 사업 부문을 중심으로 공공기관에 PC 조달 사업을 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 에이텍은 주로 PC, 모니터 등 IT 사무기기를 생산하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 에이텍의 주요 고객은 기업 및 정부기관으로, 경기 변동에 따라 대량 구매가 이루어집니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 에이텍은 1993년 설립되었으며, 2001년 코스닥에 상장되었습니다. 최근 신용평가에서 'e-2+' 등급을 받았습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> IT 산업의 급속한 성장에 따라 하드웨어의 사양이 고급화되어, 에이텍의 향후 성장 가능성은 높을 것으로 전망됩니다.</p>
</div>
```"
256715,국순당,"```html
<div class=""company-report"">
    <h2 class=""company-name"">국순당 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 국순당은 주류 제조 및 판매업에 속하며, 전통주의 대중화를 목표로 하는 기업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 국순당은 주류 제조 및 판매를 주요 사업으로 영위하며, '백세주마을' 프랜차이즈 사업도 진행하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 국순당은 약주, 탁주를 비롯한 다양한 전통주를 제조하며, 프리미엄 막걸리와 와인도 유통하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국순당의 제품은 국내 도매점, 슈퍼마켓, 백화점 등을 통해 판매되며, 국내외 시장으로도 진출하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 국순당은 자체 개발한 양조전용 쌀인 설갱미를 활용하여 품질 높은 주류를 생산하고 있으며, 최근 신용등급 A-를 받았습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 전통주 육성 지원과 다양한 제품 출시로 인해 수요가 안정적으로 이어질 것으로 예상되며, 소주 및 막걸리 시장에서 성장을 기대하고 있습니다.</p>
</div>
```"
256955,테이팩스,"```html
<div class=""company-report"">
    <h2 class=""company-name"">테이팩스 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 테이팩스는 점접착 테이프 및 식품포장용 랩을 주력으로 하는 중견기업입니다. 전자재료 및 소비재 분야에서 다양한 용도의 제품을 제공합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 테이팩스는 전자재료와 소비재 사업부문으로 나누어져 있으며, 2차전지, 디스플레이, 스마트폰, 반도체 등에 사용되는 전자재료용 테이프와 식품포장용 랩을 생산합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 2차전지용 테이프, OCA반도체용 테이프, 식품 포장용 랩 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 테이팩스는 전기자동차, 디스플레이, 스마트폰 제조업체 및 농축수산물 가공업체, 식품포장업체 등에 제품을 공급하며, 국내 식품포장용 랩 시장에서 높은 점유율을 차지하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 2023년 기준 테이팩스는 1,458억원의 매출과 66억원의 영업이익을 기록하였으며, 전자재료 사업에서 825억원, 소비재 사업에서 633억원의 매출을 올렸습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 테이팩스는 새만금 국가산업단지에 신규 공장을 설립하여 전자재료 사업부의 생산능력을 확대하고 있으며, 2024년 상반기에 초도 매출을 시작할 계획입니다. 이를 통해 매출 및 시장 점유율 증대를 기대하고 있습니다.</p>
</div>
```"
257149,지더블유바이텍,"```html
<div class=""company-report"">
    <h2 class=""company-name"">지더블유바이텍 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 지더블유바이텍은 바이오 및 생명공학 산업에 속하여, 연구용 항체 제조 및 판매와 관련 과학기기 공급에 주력합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 지더블유바이텍은 바이오사업부문과 과학기기사업부문으로 구분되어 있으며, 바이오사업부문에서는 단일클론항체 및 모노클론항체 제작과 항체신약 개발에 집중하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 지더블유바이텍은 특정 항원에 반응하는 항체, 치료용 항체신약, 그리고 다양한 연구 기자재 및 장비를 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 지더블유바이텍의 주요 고객은 의학, 제약, 원자력, 생명공학 분야의 연구소, 학교 등이며, 이들은 다양한 과학기기와 연구 장비를 필요로 합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 지더블유바이텍은 코스닥 시장에 상장되어 있으며, 지속적으로 항체 기술 개발과 신약 개발을 위한 연구를 진행하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 지더블유바이텍은 항체 관련 기술을 기반으로 항체신약 개발을 통해 높은 성장 가능성을 보이며, 바이오 의약품 시장에서의 입지를 강화할 것으로 기대됩니다.</p>
</div>
```"
257732,한국정밀기계,"```html
<div class=""company-report"">
    <h2 class=""company-name"">한국정밀기계 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 공작기계 및 산업기계 제조업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 한국정밀기계는 공작기계 및 산업기계의 제조와 판매를 주요 사업으로 하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 금속 절삭기계와 성형기계 등 다양한 공작기계를 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국내외 제조업체를 대상으로 공작기계 시장에 진출해 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 한국정밀기계는 코스닥 시장에 상장되어 있으며 중소기업으로 분류됩니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 공작기계의 필요성이 증가함에 따라 지속적인 성장이 기대됩니다.</p>
</div>
```"
258102,지엔코,"```html
<div class=""company-report"">
    <h2 class=""company-name"">지엔코 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 지엔코는 의류 및 패션 산업에 속해 있으며, 캐주얼 의류를 전문으로 하는 회사입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 지엔코는 컴포터블 감성캐주얼 브랜드 써스데이아일랜드, 남성 어반캐릭터캐주얼 티아이 포맨, 북유럽 스타일의 남성복 컨템캐주얼 PLADS7 등을 판매하고 운영합니다. 또한, 프리미엄 니치향수 및 라이프스타일 뷰티 아이템 에타페, 유니크한 감성캐주얼 브랜드 TOINQ도 제공합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주로 캐주얼 의류, 프리미엄 니치향수, 라이프스타일 뷰티 아이템을 주요 제품으로 하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 지엔코는 국내와 북미, 중국 시장을 주요 고객으로 하여, 다양한 패션 유통업체 및 백화점과 협력하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 지엔코는 코스닥에 상장된 기업으로서, 현재 다양한 브랜드를 통해 국내외 시장에서 사업을 확장하고 있습니다. 또한 종속회사들을 통해 금융 및 자동차 부문에서도 사업을 전개하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 지엔코는 글로벌 시장 확대와 다양한 브랜드 포트폴리오를 통해 지속적인 성장을 기대하고 있습니다. 특히, 북미와 중국 시장에서의 매출 증대가 예상됩니다.</p>
</div>
```"
258360,위지트,"```html
<div class=""company-report"">
    <h2 class=""company-name"">위지트 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 반도체 및 디스플레이 제조 장비용 부품 제조업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 반도체 및 디스플레이 제조 장비의 핵심 부품을 제조 및 판매합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 증착, 노광, 식각 공정에 필요한 소모성 부품을 생산하며, SMPS를 개발 및 제조하는 파워넷을 자회사로 두고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국내외 반도체 및 디스플레이 제조 업체가 주요 고객입니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 기술 개발 및 설비 투자를 통해 반도체 사업 부문에서 매출 증가세를 보이고 있으며, 사업 영역을 다변화하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 반도체 및 디스플레이 시장의 성장과 함께 고성능 반도체와 차세대 디스플레이 관련 수요 증가로 지속적인 성장이 예상됩니다.</p>
</div>
```"
258421,기산텔레콤,"```html
<div class=""company-report"">
    <h2 class=""company-name"">기산텔레콤 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 기산텔레콤은 통신장비 제조 및 판매를 포함한 유무선 통신 시스템 분야에 속해있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 기산텔레콤은 이동통신중계기, Wibro중계기, VDSL, VoIP 등 유선 및 무선통신 시스템 장비를 제조하고 판매합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주력 제품으로는 이동통신중계기, 와이파이 액세스포인트, VoIP 장비 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국내외 통신사업자를 대상으로 하며, 특히 일본 시장 등 해외 진출을 목표로 하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 기산텔레콤은 코스닥에 상장되어 있으며, 중소기업 및 벤처기업으로 분류됩니다. 최근 신용등급은 BB-로 평가되었습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 5G 이동통신 서비스 확대에 따라 인빌딩 중계기 시장의 성장이 기대되며, 해외 시장 진출을 통해 더욱 성장할 전망입니다.</p>
</div>
```"
258689,JYP Ent.,"```html
<div class=""company-report"">
    <h2 class=""company-name"">JYP Ent. 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> JYP Entertainment Corporation은 종합 엔터테인먼트 산업에 속하며, 음악 및 영상 콘텐츠를 기획, 제작, 유통하는 사업을 전개합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> JYP Entertainment는 소속 연예인 가수 및 배우의 엔터테인먼트 활동을 포함하여 음반, 음원의 제작 및 판매, 공연 및 드라마 출연 등 다양한 부가 사업을 영위합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> JYP Entertainment는 음반(CD), 음원, 영상 콘텐츠를 주요 제품으로 하며, 이를 통해 수익을 창출합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> JYP Entertainment는 글로벌 시장을 대상으로 하여, 특히 아시아 및 북미 지역의 고객을 주요 시장으로 합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> JYP Entertainment는 전략적 협업을 통해 컨텐츠 산업 내 영향력을 확대하고 있으며, 수평적 조직 구조를 통해 아티스트 라인업을 효율적으로 운영하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> JYP Entertainment는 신규 아티스트 라인업을 지속적으로 확대하며, 글로벌 파트너와의 협업을 통해 장기적인 성장을 계획하고 있습니다.</p>
</div>
```"
258801,카카오,"```html
<div class=""company-report"">
    <h2 class=""company-name"">카카오 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 카카오는 정보기술 및 엔터테인먼트 산업에 속하며, 다양한 디지털 플랫폼과 서비스를 제공합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 카카오는 메신저 서비스인 카카오톡을 중심으로 커머스, 모빌리티, 페이, 게임, 음악 및 스토리 등 다양한 분야에서 사업을 전개하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 카카오톡, 카카오페이, 카카오모빌리티, 카카오엔터테인먼트, 카카오픽코마, 에스엠엔터테인먼트를 포함한 다양한 디지털 서비스와 콘텐츠를 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 주로 한국을 중심으로 사업을 확장하고 있으며, 글로벌 시장에도 진출하여 다양한 고객층을 확보하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 카카오는 최근 다양한 엔터테인먼트 기업과의 합병 및 인수를 통해 콘텐츠 사업을 강화하고 있으며, 지속적인 혁신을 통해 시장에서의 입지를 넓히고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 카카오는 모바일 중심의 생태계를 강화하며, 글로벌 시장에서의 확장을 통해 지속적인 성장이 기대됩니다. 특히, 디지털 콘텐츠 및 금융 서비스 분야에서의 성장이 주목받고 있습니다.</p>
</div>
```"
259545,엠에스오토텍,"```html
<div class=""company-report"">
    <h2 class=""company-name"">엠에스오토텍 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 엠에스오토텍은 자동차 부품 제조업에 속해 있으며, 특히 차체 부품을 제조 및 판매합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 엠에스오토텍은 현대·기아자동차를 주요 매출처로 하여 자동차의 골격을 이루는 차체 부품을 제조하여 공급합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 엠에스오토텍은 자동차 부품, 프레스 성형제품, 금형, 치공구, 기계 제작 등을 주요 제품으로 생산합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 엠에스오토텍은 국내외 완성차 업체를 주요 고객으로 삼으며, 특히 전기차 및 친환경차 시장에서의 성장을 도모하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 엠에스오토텍은 글로벌 전기차 시장에서의 매출을 확장하며, 기술 연구소 운영을 통해 차체 기술 경쟁력을 확보하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 엠에스오토텍은 전동차 시대에 대응하며, 친환경차와 전기차 중심의 생태계 변화에 발맞추어 기술 개발과 고객 확보에 주력하고 있습니다.</p>
</div>
```"
259590,바른손이앤에이,"```html
<div class=""company-report"">
    <h2 class=""company-name"">바른손이앤에이 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 바른손이앤에이는 영화, 드라마, 영상 콘텐츠 산업에 속해 있으며, 콘텐츠 기획 및 제작을 주된 업종으로 하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 바른손이앤에이는 영화, 드라마, 영상콘텐츠의 기획, 제작 및 투자배급을 통해 글로벌 종합 콘텐츠 기업으로 성장하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 바른손이앤에이는 영화 및 드라마 제작, 영상 콘텐츠 판권, 그리고 사옥 임대 서비스를 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 바른손이앤에이는 극장, 방송, OTT 플랫폼을 대상으로 한 콘텐츠 유통과 글로벌 시장을 겨냥한 투자 및 배급 전략을 채택하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 바른손이앤에이는 2023년 매출액 23,670백만원을 기록하며, 다양한 플랫폼을 통한 콘텐츠 수익 창출과 2차 저작물 관리를 통해 수익 극대화를 추구하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 바른손이앤에이는 탑급 작가 및 감독과의 협력을 통해 프리미엄 콘텐츠 제작을 강화하고, 글로벌 시장에서의 입지를 확대하며 지속적인 성장을 도모할 것입니다.</p>
</div>
```"
259934,예림당,"```html
<div class=""company-report"">
    <h2 class=""company-name"">예림당 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 예림당은 도서출판업에 속하며, 관련 부대사업을 영위하는 출판업체입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 아동서적 출판을 주요 사업으로 하며, 전자출판과 애니메이션 제작, 저작권 관리 등 다양한 콘텐츠 사업을 수행합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 대표적인 출판물로는 ""Why? 시리즈""가 있으며, 스마트베어의 튤립사운드북과 다양한 해외 캐릭터 서적을 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 예림당은 국내 아동 및 유아 시장을 주력으로 하며, 글로벌 콘텐츠 기업으로 성장하기 위해 다각적인 시장 진출을 시도하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> ""Why? 시리즈""를 통해 안정적인 수익을 창출하고 있으며, 콘텐츠 사업 확장을 통해 글로벌 시장에서의 입지를 강화하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 출판 및 콘텐츠 사업의 다각화를 통해 지속적인 성장 가능성을 보유하고 있으며, 글로벌 콘텐츠 기업으로의 성장을 도모하고 있습니다.</p>
</div>
```"
260356,산은캐피탈,"```html
<div class=""company-report"">
    <h2 class=""company-name"">산은캐피탈 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 산은캐피탈은 여신전문금융업 분야에 속합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 산은캐피탈은 설비리스, 벤처투자, 기업대출, PEF 및 메자닌 투자, 구조화금융, 신용카드 등 다양한 기업금융 서비스를 제공합니다. 또한 자동차금융 등 리테일금융 분야에서도 활발히 활동하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 기업금융 서비스와 함께 제공되는 설비리스, 벤처투자, 기업대출 및 PEF와 메자닌 투자가 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 산은캐피탈은 주로 기업 고객을 대상으로 하며 국내 금융 시장을 중심으로 활동합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 2023년 산은캐피탈의 총 영업수익은 7,404억 원이며, 신용등급은 회사채 AA-와 기업어음 및 전자단기사채 A1을 기록하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 산은캐피탈은 지속적인 금융 서비스 확장과 더불어 안정적인 신용등급을 바탕으로 향후 금융 시장에서 더욱 성장할 것으로 기대됩니다.</p>
</div>
```"
260383,대한유화,"```html
<div class=""company-report"">
    <h2 class=""company-name"">대한유화 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 대한유화는 석유화학 및 산업용 가스 부문에 속해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 대한유화는 납사 등을 원료로 하여 올레핀류 및 기초유분 제품을 생산하며, 이를 통해 폴리프로필렌과 고밀도폴리에틸렌 등 폴리머 제품도 제조 및 판매합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 대한유화의 주요 제품에는 에틸렌, 프로필렌, 폴리프로필렌, 고밀도폴리에틸렌 등이 있으며, 산업용 및 의료용 가스를 포함합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 대한유화의 주요 시장은 소비업체, 대리점 및 종합상사 등이며, 내수 및 수출을 통해 제품을 공급합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 대한유화는 연간 에틸렌 90만 톤, 프로필렌 56만 톤의 생산능력을 보유하고 있으며, 산업용 가스 부문에서도 연간 총 66만여 톤의 생산능력을 갖추고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 대한유화는 석유화학 제품과 산업용 가스의 안정적인 수요를 바탕으로 향후 지속적인 성장이 기대됩니다.</p>
</div>
```"
260392,대원전선,"```html
<div class=""company-report"">
    <h2 class=""company-name"">대원전선 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 전력 및 통신케이블 제조업</p>
    <p class=""business""><strong>핵심 사업:</strong> 대원전선은 생활용 및 산업용 전력, 정보통신망 구축에 필요한 전력케이블을 제조 및 판매합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 전력배송 나선, 전력전선, 절연전선, 통신전선 등 다양한 전력 및 통신 케이블</p>
    <p class=""market""><strong>주요 시장:</strong> 국내외 건설사 및 산업전력업체를 포함한 다양한 도소매업체</p>
    <p class=""current-status""><strong>현재 상황:</strong> 대원전선은 최근 연결기준 매출 515,402백만 원을 기록하며, 주 원재료 및 국제 LME시장 상황에 따라 제품 가격이 변동합니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 대원전선은 지속적인 설비 투자와 품질 향상을 통해 성장 가능성을 높이고 있습니다.</p>
</div>
```"
260408,팜스코,"```html
<div class=""company-report"">
    <h2 class=""company-name"">팜스코 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 종합축산식품업에 속하며, 배합사료 제조 및 신선식품 판매, 육가공, 양돈업, 태양광, 퇴비화 사업을 포함합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 팜스코는 조제동물사료와 신선식품, 육가공품을 주력으로 하며, 태양광 발전 및 퇴비화 사업을 병행하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 조제동물사료, 브랜드육 '하이포크', 육가공식품, 그리고 친환경 태양광 발전 및 퇴비 제품이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국내외 축산 농가와 일반 소비자를 대상으로 하며, 인도네시아 시장에도 진출하여 활동하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 팜스코는 국내 4개 및 해외 1개의 사료공장을 운영하며, 다양한 고객 니즈에 맞춰 제품을 개발하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 친환경 에너지와 퇴비화 사업을 통해 지속 가능한 성장과 새로운 사업 기회를 모색하고 있습니다.</p>
</div>
```"
260569,유니셈,"```html
<div class=""company-report"">
    <h2 class=""company-name"">유니셈 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 유니셈은 반도체 및 디스플레이 장비 산업에 속해 있으며, 반도체 장비 전문기업으로 활동하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 유니셈은 반도체 장비 및 부품 제작, 판매를 주요 사업으로 하며, 특히 스크러버와 칠러 장치의 제작 및 A/S를 제공하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 유니셈의 주요 제품으로는 반도체 및 디스플레이 제조 공정에서 사용되는 유해가스 정화장치인 스크러버와 온도조절 장치인 칠러가 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 유니셈은 국내 반도체 및 디스플레이 제조업체를 주요 고객으로 하며, 국내 시장에서 높은 점유율을 기록하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 유니셈은 반도체 장비 시장에서 기술력과 원가경쟁력을 바탕으로 시장 점유율을 강화하고 있으며, 최근 IOT 사업부문을 종료하고 주력사업에 집중하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 유니셈은 지속적인 기술 개발과 시장 지배력 확대를 통해 장기적인 기업가치 제고와 경영효율 향상을 도모하고 있습니다.</p>
</div>
```"
260611,웰킵스하이텍,"```html
<div class=""company-report"">
    <h2 class=""company-name"">웰킵스하이텍 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 웰킵스하이텍은 제조업에 속하며, 반도체 부품 및 전자 부품을 개발하고 생산하는 기업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 웰킵스하이텍은 반도체 후공정 및 트랜스포머, 코일류 제조를 중심으로 디스플레이용 DDI COF와 전자부품 사업을 전개하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 반도체 부품, 트랜스포머 및 전자 코일, 무선 충전 부품 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 주 고객은 MOLEX, 현대모비스, LG이노텍 등 대기업이며, 자동차 전장 및 전기자동차 시장에 진출해 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 웰킵스하이텍은 코스닥에 상장되어 있으며, 반도체 설계 및 패키징 사업을 확장하여 디스플레이 분야에서 경쟁력을 강화하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 미래에는 무선 충전 및 전기자동차 부품 시장에서의 성장을 기대하며, 지속적인 연구개발로 기술 경쟁력을 강화할 것입니다.</p>
</div>
```"
260657,오상헬스케어,"```html
<div class=""company-report"">
    <h2 class=""company-name"">오상헬스케어 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 오상헬스케어는 체외진단 분야에 속하며, 생화학 진단, 면역 진단, 분자 진단 제품을 개발 및 생산하는 바이오 헬스케어 기업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 체외진단 기술을 기반으로 환자 치료와 약물 처방에 중요한 역할을 하는 제품을 제공하며, 미국과 브라질에서 주요 사업을 운영하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 자가혈당측정기, POCT HbA1c 측정기, 코로나19 자가진단키트, Genefinder 진단키트 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 오상헬스케어는 미국 및 브라질을 포함한 글로벌 시장에 진출하여 다양한 고객층을 대상으로 제품을 공급합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 2024년 3월 코스닥 시장에 상장하였으며, 디지털 헬스케어를 포함한 신규 사업을 추진하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 체외진단 분야의 중요성이 증가함에 따라 오상헬스케어는 향후 높은 성장 가능성을 지니고 있으며, 바이오 헬스케어 분야에서의 혁신을 지속적으로 추구할 것입니다.</p>
</div>
```"
260745,SCI평가정보,"```html
<div class=""company-report"">
    <h2 class=""company-name"">SCI평가정보 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 신용정보업, 채권추심업, 자산유동화업, 본인확인업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> SCI평가정보는 신용조회, 채권추심, 신용조사, 유동화자산 관리 및 본인확인 서비스를 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 개인 및 기업 신용평가 서비스, SIREN24, BIZRATING, TCB, BIZSIREN 등의 서비스를 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 주요 고객은 개인, 기업, 공공기관 등으로, 국내 시장을 중심으로 사업을 전개하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 1992년에 설립되어 코스닥에 상장된 SCI평가정보는 종합 신용정보 서비스를 제공하며, 주요 종속회사로 서울신용평가㈜가 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> SCI평가정보는 신용정보 서비스의 중요성이 증가함에 따라 지속적인 성장이 기대되며, 시장 내 입지를 더욱 강화할 것으로 보입니다.</p>
</div>
```"
